id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20110307-0900-PLENARY-23-en_20110307-19:31:21_20	time. We hope that the Council will adopt this new mandate next	time. we hope that the council will adopt this new mandate next	101444	fine-tune	[['ORG', 23, 7]]	[['ORG', 23, 7]]
20110307-0900-PLENARY-23-en_20110307-19:31:21_16	The CAS will become operational during the first semester	the cas will become operational during the first semester	101444	fine-tune	[['ORDINAL', 43, 5]]	[['ORDINAL', 43, 5]]
20110307-0900-PLENARY-23-en_20110307-19:31:21_10	Regarding sectoral support, the execution rate was very high in 2008	regarding sectoral support the execution rate was very high in two thousand.	101444	fine-tune	[['DATE', 64, 4]]	[['DATE', 63, 12]]
20110307-0900-PLENARY-23-en_20110307-19:31:21_18	This is what we	this is what we	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:31:21_23	Lastly, investments by the EU fishing sector are made in line with the Mauritania action	lastly investments by the eu fishing sector are made in line with the mauritania action	101444	fine-tune	[['GPE', 71, 10], ['GPE', 27, 2]]	[['GPE', 70, 10], ['GPE', 26, 2]]
20110307-0900-PLENARY-23-en_20110307-19:31:21_5	I agree with Mrs Fraga on this matter. The agreement with Mauritania has become the most important in financial terms it is the most important of our agreements. Given this development, the Commission is considering the introduction of a strong element of conditionality	i agree with mrs fraga on this matter. the agreement with mauritania has become the most important in financial terms it is the most important of our agreements. given this development the commission is considering the introduction of a strong element of conditionality	101444	fine-tune	[['GPE', 58, 10], ['PERSON', 17, 5]]	[['GPE', 58, 10], ['PERSON', 17, 5]]
20110307-0900-PLENARY-23-en_20110307-19:31:21_7	This will happen through, inter alia, the decoupling of the access rights payments and the payments for sectoral support. We are going to decouple	this will happen through inter alia the decoupling of the access rights payments and the payments for sectoral support. we are going to decouple	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:43:37_10	We cannot overfish these waters, just pay, sweep up the last fish and then go.	we cannot overfish these waters just pay sweep up the last fish and then go.	96675	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_1	I would also like to remind you that we have a new framework agreement between the Commission and the Parliament on the details of this involvement.	i would also like to remind you that we have a new framework agreement between the commission and the parliament on the details of this involvement.	101444	fine-tune	[['ORG', 102, 10]]	[['ORG', 102, 10]]
20110307-0900-PLENARY-23-en_20110307-19:56:07_3	In the margins of this framework agreement, I am here to facilitate your involvement and your information in any way I can.	in the margins of this framework agreement i am here to facilitate your involvement and your information in any way i can.	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_4	If we can do things better, I am here to cooperate.	if we can do things better i am here to cooperate.	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_10	We also have to keep another balance we have to be very cautious about the spending of our taxpayers' money.	we also have to keep another balance; we have to be very cautious about the spending of our taxpayers' money.	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_11	I recognise that we have to do more in order to ensure that the money we give goes into the hands of the real beneficiaries.	i recognise that we have to do more in order to ensure that the money we give goes into the hands of the real beneficiaries.	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_12	They also have a great influence.	they also have a great influence.	101444	fine-tune	None	None
20110307-0900-PLENARY-23-en_20110307-19:56:07_14	So this is how we are approaching this very sensitive issue.	so this is how we are approaching this very sensitive issue.	101444	fine-tune	None	None
20150518-0900-PLENARY-15-en_20150518-18:59:13_5	It is immoral of any government to tax people to give aid.	it is immoral of any government to tax people to give aid.	124965	fine-tune	None	None
20150518-0900-PLENARY-15-en_20150518-18:59:13_2	I come from a country which has suffered very badly from the economic problems started in	i come from a country which has suffered very badly from the economic problems started in.	124965	fine-tune	None	None
20150518-0900-PLENARY-15-en_20150518-18:59:13_4	Why is it that we are taxing widows and old people in my country in order to give foreign aid, in many cases in very ill thought out situations?	why is it that we are taxing widows and old people in my country in order to give foreign aid in many cases in very ill thought out situations?	124965	fine-tune	None	None
20150518-0900-PLENARY-15-en_20150518-18:26:10_18	The Commission is cautious, however, about two recommendations in the report to establish an intergovernmental body for tax cooperation and to establish a multilateral legal framework for sovereign debt restructuring.	the commission is cautious however about two recommendations in the report to establish an intergovernmental body for tax cooperation and to establish a multilateral legal framework for sovereign debt restructuring.	None	fine-tune	[['CARDINAL', 43, 3]]	[['CARDINAL', 41, 3]]
20150518-0900-PLENARY-15-en_20150518-18:26:10_16	Good policies, trade, innovation policies and other non financial resources will be just as crucial.	good policies trade innovation policies and other non financial resources will be just as crucial.	None	fine-tune	None	None
20150518-0900-PLENARY-15-en_20150518-18:26:10_2	I have taken careful note of these including Member's calls for increased attention to private sector investments, domestic revenue mobilisation, monitoring and transparency of the Commission's own aid programmes and attention to the Court of Auditors' reports on blending. This report will reinforce the European Union's determination to call for and contribute to achieving a comprehensive global package comprising aid, investment and domestic resources, together with an enhancing framework of good policies and good governance.	i have taken careful note of these including member's calls for increased attention to private sector investments domestic revenue mobilisation monitoring and transparency of the commission's own aid programmes and attention to the court of auditors' reports on blending. this report will reinforce the european union's determination to call for and contribute to achieving a comprehensive global package comprising aid investment and domestic resources together with an enhancing framework of good policies and good governance.	None	fine-tune	[['GPE', 305, 14], ['ORG', 234, 17]]	[['GPE', 303, 14], ['ORG', 232, 17]]
20150518-0900-PLENARY-15-en_20150518-18:26:10_6	the 0.7 target, with the timetable to be set during the negotiation process.	the. zero seven target with the timetable to be set during the negotiation process.	None	fine-tune	[['CARDINAL', 4, 3]]	[['CARDINAL', 5, 10]]
20150518-0900-PLENARY-15-en_20150518-18:26:10_14	impact. We particularly welcome the emphasis in the report on the mobilisation and effective use of all forms of finance, including domestic resources, private investment, blending and innovative financial sources.	impact. we particularly welcome the emphasis in the report on the mobilisation and effective use of all forms of finance including domestic resources private investment blending and innovative financial sources.	None	fine-tune	None	None
